module,normal_time,skipkernel_time
Mathlib.Algebra.Ring.MinimalAxioms,0m1.188s,0m1.195s
Mathlib.Logic.Equiv.Pairwise,0m1.020s,0m1.001s
Mathlib.Tactic.CongrM,0m1.215s,0m1.091s
Mathlib.Algebra.Field.Defs,0m1.303s,0m1.304s
Mathlib.Algebra.Group.Commute.Hom,0m1.113s,0m1.103s
Mathlib.Algebra.GroupWithZero.Pi,0m1.113s,0m1.084s
Mathlib.Algebra.Group.Hom.CompTypeclasses,0m1.106s,0m1.121s
Mathlib.Order.Basic,0m3.003s,0m3.028s
Mathlib.Data.Matrix.DMatrix,0m1.220s,0m1.210s
Mathlib.Algebra.Group.Hom.Basic,0m1.979s,0m1.920s
Mathlib.Algebra.Ring.GrindInstances,0m1.310s,0m1.317s
Mathlib.Algebra.Group.Ext,0m1.412s,0m1.501s
Mathlib.Tactic.Nontriviality,0m1.114s,0m1.098s
Mathlib.Logic.Equiv.Defs,0m2.430s,0m2.441s
Mathlib.Algebra.Group.Commute.Basic,0m1.423s,0m1.414s
Mathlib.Algebra.Group.Nat.Units,0m1.029s,0m1.017s
Mathlib.Algebra.Group.Idempotent,0m1.218s,0m1.231s
Mathlib.RingTheory.LocalRing.Defs,0m0.978s,0m1.005s
Mathlib.Algebra.Regular.Basic,0m1.405s,0m1.408s
Mathlib.Algebra.Group.Irreducible.Defs,0m1.114s,0m1.228s
Mathlib.Data.Nat.Size,0m1.211s,0m1.208s
Mathlib.Algebra.Ring.Torsion,0m1.108s,0m1.125s
Mathlib.Tactic.Widget.CongrM,0m1.115s,0m1.104s
Mathlib.Algebra.Field.MinimalAxioms,0m1.121s,0m1.091s
Mathlib.Algebra.Order.ZeroLEOne,0m1.106s,0m1.100s
Mathlib.Tactic.Zify,0m1.310s,0m1.320s
Mathlib.Data.PNat.Defs,0m1.211s,0m1.230s
Mathlib.Algebra.Order.Sum,0m1.111s,0m1.091s
Mathlib.Order.ULift,0m1.110s,0m1.198s
Mathlib.Order.Monotone.Defs,0m1.630s,0m1.519s
Mathlib.Data.List.TakeWhile,0m1.242s,0m1.185s
Mathlib.Order.RelClasses,0m1.730s,0m1.730s
Mathlib.Algebra.Ring.Int.Defs,0m1.314s,0m1.292s
Mathlib.Algebra.GroupWithZero.Hom,0m1.621s,0m1.630s
Mathlib.Algebra.Ring.Ext,0m1.617s,0m1.612s
Mathlib.Algebra.Group.Hom.Instances,0m2.322s,0m2.353s
Mathlib.Control.Traversable.Equiv,0m1.118s,0m1.204s
Mathlib.Tactic.CC.Addition,0m5.879s,0m5.970s
Mathlib.Algebra.Group.TypeTags.Basic,0m2.143s,0m2.046s
Mathlib.Algebra.Group.Units.Basic,0m2.507s,0m2.531s
Mathlib.Tactic.ProdAssoc,0m1.301s,0m1.322s
Mathlib.Algebra.Group.Equiv.Defs,0m2.544s,0m2.632s
Mathlib.Control.Monad.Writer,0m1.217s,0m1.208s
Mathlib.Data.Erased,0m1.124s,0m1.095s
Mathlib.Algebra.Opposites,0m1.618s,0m1.519s
Mathlib.Logic.Small.Defs,0m1.108s,0m1.015s
Mathlib.Control.Monad.Basic,0m0.997s,0m0.991s
Mathlib.Data.Finite.Defs,0m1.109s,0m1.090s
Mathlib.Control.EquivFunctor,0m1.119s,0m1.084s
Mathlib.Order.Synonym,0m1.198s,0m1.183s
Mathlib.Tactic.ProxyType,0m2.091s,0m1.924s
Mathlib.Algebra.GroupWithZero.Idempotent,0m1.188s,0m1.084s
Mathlib.Algebra.Group.Int.Units,0m1.237s,0m1.213s
Mathlib.SetTheory.PGame.Basic,0m2.312s,0m2.217s
Mathlib.Tactic.Common,0m4.069s,0m3.845s
Mathlib.Testing.Plausible.Sampleable,0m1.100s,0m0.963s
Mathlib.Data.PNat.Equiv,0m1.109s,0m0.994s
Mathlib.Logic.Equiv.Prod,0m2.016s,0m1.907s
Mathlib.Data.Int.Cast.Field,0m1.102s,0m1.079s
Mathlib.Data.Int.NatAbs,0m1.210s,0m1.118s
Mathlib.Algebra.EuclideanDomain.Defs,0m1.440s,0m1.274s
Mathlib.Algebra.Ring.Hom.InjSurj,0m1.156s,0m1.089s
Mathlib.Algebra.Order.Monoid.Unbundled.Defs,0m1.822s,0m1.501s
Mathlib.Algebra.Group.Hom.End,0m1.331s,0m1.186s
Mathlib.Algebra.Homology.Embedding.Basic,0m1.753s,0m1.486s
Mathlib.Algebra.Group.Int.TypeTags,0m1.245s,0m1.082s
Mathlib.Algebra.Group.Nat.TypeTags,0m1.093s,0m1.091s
Mathlib.Tactic.CC,0m1.427s,0m1.375s
Mathlib.Algebra.Group.Semiconj.Units,0m1.412s,0m1.273s
Mathlib.Algebra.Group.Pi.Units,0m1.209s,0m1.085s
Mathlib.Algebra.GroupWithZero.Equiv,0m1.209s,0m1.093s
Mathlib.Algebra.Group.ULift,0m1.630s,0m1.494s
Mathlib.Algebra.GroupWithZero.Units.Basic,0m1.934s,0m1.821s
Mathlib.Data.Opposite,0m1.116s,0m1.087s
Mathlib.Logic.UnivLE,0m1.136s,0m0.978s
Mathlib.Algebra.Group.TypeTags.Hom,0m1.533s,0m1.490s
Mathlib.Algebra.Group.Units.Hom,0m1.698s,0m1.697s
Mathlib.Algebra.Ring.Basic,0m1.597s,0m1.490s
Mathlib.Algebra.Regular.Opposite,0m1.227s,0m1.125s
Mathlib.Algebra.Group.Opposite,0m1.749s,0m1.577s
Mathlib.Algebra.Free,0m3.070s,0m2.928s
Mathlib.Control.Monad.Cont,0m2.012s,0m1.830s
Mathlib.Data.Countable.Defs,0m1.115s,0m1.067s
Mathlib.Logic.Equiv.Option,0m1.500s,0m1.478s
Mathlib.Data.Nat.Cast.Synonym,0m1.127s,0m1.088s
Mathlib.Algebra.Group.Action.Defs,0m2.322s,0m2.199s
Mathlib.Order.Compare,0m1.204s,0m1.203s
Mathlib.Algebra.Ring.InjSurj,0m2.953s,0m2.733s
Mathlib.Order.Max,0m1.532s,0m1.383s
Mathlib.Data.Rat.Defs,0m1.542s,0m1.493s
Mathlib.Algebra.Ring.Idempotent,0m1.529s,0m1.372s
Mathlib.Algebra.Order.Group.Synonym,0m2.047s,0m1.975s
Mathlib.Algebra.Field.IsField,0m1.617s,0m1.391s
Mathlib.Algebra.Divisibility.Basic,0m1.507s,0m1.396s
Mathlib.Data.Int.Sqrt,0m1.229s,0m1.200s
Mathlib.Algebra.Group.WithOne.Defs,0m1.514s,0m1.525s
Mathlib.Data.List.Map2,0m1.396s,0m1.313s
Mathlib.Control.Bifunctor,0m1.396s,0m1.332s
Mathlib.Data.Vector.Defs,0m1.423s,0m1.434s
Mathlib.Data.Nat.Factorial.Basic,0m2.141s,0m1.996s
Mathlib.Algebra.Quotient,0m1.224s,0m1.198s
Mathlib.Data.Stream.Init,0m1.937s,0m1.908s
Mathlib.Data.List.TakeDrop,0m1.828s,0m1.616s
Mathlib.Data.List.Count,0m1.329s,0m1.209s
Mathlib.Algebra.GroupWithZero.ULift,0m1.229s,0m1.207s
Mathlib.Algebra.GroupWithZero.Semiconj,0m1.209s,0m1.204s
Mathlib.Algebra.Group.Commute.Units,0m1.611s,0m1.527s
Mathlib.Algebra.EuclideanDomain.Field,0m1.628s,0m1.632s
Mathlib.Logic.Equiv.Sum,0m1.596s,0m1.619s
Mathlib.Algebra.Order.GroupWithZero.Unbundled.Defs,0m1.732s,0m1.635s
Mathlib.Data.Set.Opposite,0m1.214s,0m1.194s
Mathlib.Algebra.Group.Nat.Hom,0m1.303s,0m1.319s
Mathlib.Combinatorics.Quiver.Basic,0m1.198s,0m1.194s
Mathlib.Algebra.Group.Units.Opposite,0m1.240s,0m1.329s
Mathlib.Algebra.Group.Equiv.TypeTags,0m1.844s,0m1.942s
Mathlib.Algebra.GroupWithZero.Opposite,0m1.316s,0m1.221s
Mathlib.GroupTheory.GroupAction.IterateAct,0m1.207s,0m1.077s
Mathlib.Algebra.Ring.Hom.Defs,0m2.408s,0m2.293s
Mathlib.Algebra.Group.Action.TypeTags,0m1.208s,0m1.200s
Mathlib.Data.List.Basic,0m5.760s,0m4.991s
Mathlib.Algebra.AddTorsor.Defs,0m1.338s,0m1.300s
Mathlib.Algebra.Group.Action.Faithful,0m1.333s,0m1.189s
Mathlib.Algebra.Group.Action.Opposite,0m1.624s,0m1.600s
Mathlib.Order.SetIsMax,0m1.123s,0m0.987s
Mathlib.Algebra.Group.Prod,0m3.165s,0m3.006s
Mathlib.Order.Monotone.Basic,0m1.828s,0m1.704s
Mathlib.Algebra.Ring.Rat,0m1.302s,0m1.286s
Mathlib.Algebra.Order.GroupWithZero.Synonym,0m1.134s,0m0.982s
Mathlib.Algebra.Order.Group.Action.Synonym,0m1.224s,0m1.169s
Mathlib.Algebra.Order.Group.Equiv,0m1.127s,0m1.076s
Mathlib.Order.BoundedOrder.Basic,0m1.744s,0m1.733s
Mathlib.Data.Ordmap.Ordnode,0m2.154s,0m2.000s
Mathlib.Algebra.Order.Monoid.Unbundled.OrderDual,0m1.211s,0m1.196s
Mathlib.Algebra.Order.Ring.Synonym,0m1.129s,0m1.120s
Mathlib.Algebra.Divisibility.Hom,0m1.185s,0m1.219s
Mathlib.Algebra.Divisibility.Units,0m1.375s,0m1.418s
Mathlib.Algebra.Group.WithOne.Basic,0m1.719s,0m1.588s
Mathlib.Algebra.Group.WithOne.Map,0m1.338s,0m1.275s
Mathlib.Control.Bitraversable.Basic,0m1.234s,0m1.200s
Mathlib.Logic.Equiv.Functor,0m1.214s,0m1.172s
Mathlib.Algebra.GroupWithZero.Commute,0m1.232s,0m1.082s
Mathlib.Algebra.Group.Invertible.Basic,0m1.419s,0m1.298s
Mathlib.Data.Int.GCD,0m1.636s,0m1.589s
Mathlib.Data.Nat.Choose.Basic,0m1.719s,0m1.703s
Mathlib.Algebra.GroupWithZero.WithZero,0m2.541s,0m2.420s
Mathlib.Data.Seq.Computation,0m2.124s,0m2.114s
Mathlib.Combinatorics.Quiver.Subquiver,0m1.112s,0m1.078s
Mathlib.Combinatorics.Quiver.Prefunctor,0m1.310s,0m1.200s
Mathlib.Algebra.Group.Action.Pretransitive,0m1.313s,0m1.189s
Mathlib.LinearAlgebra.AffineSpace.Defs,0m1.010s,0m1.072s
Mathlib.Algebra.Ring.Units,0m1.413s,0m1.411s
Mathlib.CategoryTheory.Category.Basic,0m2.135s,0m2.031s
Mathlib.Data.List.ProdSigma,0m1.342s,0m1.202s
Mathlib.Data.List.Enum,0m1.230s,0m1.180s
Mathlib.Data.List.SplitOn,0m1.307s,0m1.317s
Mathlib.Logic.Equiv.Basic,0m2.951s,0m2.834s
Mathlib.Data.List.ReduceOption,0m1.318s,0m1.330s
Mathlib.Data.List.Lex,0m1.425s,0m1.424s
Mathlib.Data.List.Induction,0m1.533s,0m1.420s
Mathlib.Algebra.GroupWithZero.Action.Faithful,0m1.127s,0m1.076s
Mathlib.Data.List.Perm.Subperm,0m1.224s,0m1.191s
Mathlib.Data.List.InsertIdx,0m1.315s,0m1.322s
Mathlib.Data.List.Lattice,0m1.814s,0m1.589s
Mathlib.Algebra.Group.Action.Sum,0m1.316s,0m1.227s
Mathlib.Data.List.Forall2,0m1.721s,0m1.491s
Mathlib.Algebra.Group.Action.Option,0m1.246s,0m1.167s
Mathlib.Algebra.Group.Action.Sigma,0m1.318s,0m1.209s
Mathlib.Algebra.Group.Action.Units,0m1.410s,0m1.395s
Mathlib.Data.Nat.Cast.Prod,0m1.222s,0m1.074s
Mathlib.Algebra.Divisibility.Prod,0m1.210s,0m1.223s
Mathlib.Order.Iterate,0m1.315s,0m1.289s
Mathlib.Order.Nat,0m1.122s,0m1.067s
Mathlib.Algebra.GroupWithZero.Action.Defs,0m1.812s,0m1.688s
Mathlib.Order.BoundedOrder.Monotone,0m1.216s,0m1.181s
Mathlib.Order.GaloisConnection.Defs,0m1.525s,0m1.364s
Mathlib.Algebra.GroupWithZero.Divisibility,0m1.318s,0m1.293s
Mathlib.Algebra.GroupWithZero.Units.Lemmas,0m1.293s,0m1.192s
Mathlib.Control.Bitraversable.Lemmas,0m1.314s,0m1.194s
Mathlib.Data.Nat.Log,0m2.045s,0m1.888s
Mathlib.Order.Lattice,0m2.621s,0m2.395s
Mathlib.Algebra.GroupWithZero.Invertible,0m1.224s,0m1.161s
Mathlib.Algebra.GroupWithZero.Prod,0m1.339s,0m1.266s
Mathlib.Algebra.GroupWithZero.Int,0m1.208s,0m1.186s
Mathlib.Algebra.Ring.WithZero,0m1.310s,0m1.179s
Mathlib.Combinatorics.Quiver.Push,0m1.103s,0m1.055s
Mathlib.Algebra.Group.Action.Hom,0m1.334s,0m1.286s
Mathlib.Tactic.Widget.CommDiag,0m1.391s,0m1.300s
Mathlib.Data.Seq.Defs,0m1.699s,0m1.682s
Mathlib.Combinatorics.Quiver.Path,0m1.495s,0m1.499s
Mathlib.Tactic.CategoryTheory.Coherence.Basic,0m1.414s,0m1.383s
Mathlib.CategoryTheory.Category.KleisliCat,0m1.216s,0m1.179s
Mathlib.Algebra.Order.GroupWithZero.Unbundled.Basic,0m3.810s,0m3.710s
Mathlib.Algebra.Ring.Int.Units,0m1.077s,0m1.145s
Mathlib.Tactic.CategoryTheory.CheckCompositions,0m1.301s,0m1.285s
Mathlib.Tactic.CategoryTheory.Slice,0m1.310s,0m1.296s
Mathlib.Control.ULiftable,0m1.271s,0m1.273s
Mathlib.Logic.Equiv.Bool,0m1.093s,0m1.085s
Mathlib.Algebra.Ring.Commute,0m1.481s,0m1.487s
Mathlib.Data.ULift,0m1.198s,0m1.196s
Mathlib.Data.List.Palindrome,0m1.217s,0m1.200s
Mathlib.Algebra.Group.Equiv.Basic,0m1.917s,0m1.905s
Mathlib.Logic.Embedding.Basic,0m1.599s,0m1.583s
Mathlib.Data.List.Infix,0m1.597s,0m1.500s
Mathlib.Data.List.InsertNth,0m1.170s,0m1.096s
Mathlib.Data.List.DropRight,0m1.289s,0m1.274s
Mathlib.Data.List.Sections,0m1.196s,0m1.174s
Mathlib.Data.List.Zip,0m1.284s,0m1.283s
Mathlib.Data.Multiset.Defs,0m1.510s,0m1.481s
Mathlib.Data.Int.Cast.Prod,0m1.199s,0m1.082s
Mathlib.Data.List.Perm.Basic,0m1.617s,0m1.596s
Mathlib.Algebra.GroupWithZero.Action.Opposite,0m1.211s,0m1.071s
Mathlib.Algebra.GroupWithZero.Action.Units,0m1.320s,0m1.303s
Mathlib.Algebra.Ring.Action.Rat,0m1.234s,0m1.077s
Mathlib.GroupTheory.GroupAction.Ring,0m1.204s,0m1.163s
Mathlib.Data.List.Nodup,0m2.121s,0m2.025s
Mathlib.Algebra.Regular.SMul,0m1.416s,0m1.402s
Mathlib.Algebra.Order.GroupWithZero.Action.Synonym,0m1.204s,0m1.300s
Mathlib.Algebra.NoZeroSMulDivisors.Defs,0m1.333s,0m1.302s
Mathlib.Algebra.GroupWithZero.Action.Hom,0m1.287s,0m1.306s
Mathlib.Data.List.Chain,0m2.638s,0m2.653s
Mathlib.Algebra.Prime.Defs,0m1.304s,0m1.312s
Mathlib.Algebra.Module.Defs,0m1.505s,0m1.460s
Mathlib.Data.Nat.GCD.Basic,0m1.730s,0m1.750s
Mathlib.Algebra.GroupWithZero.ProdHom,0m1.507s,0m1.536s
Mathlib.Control.Bitraversable.Instances,0m1.388s,0m1.426s
Mathlib.Order.BoundedOrder.Lattice,0m1.278s,0m1.323s
Mathlib.Data.List.Intervals,0m1.372s,0m1.397s
Mathlib.Data.Sigma.Order,0m1.498s,0m1.585s
Mathlib.Order.Monotone.Monovary,0m1.511s,0m1.575s
Mathlib.Data.Prod.Lex,0m1.923s,0m2.048s
Mathlib.Data.PSigma.Order,0m1.387s,0m1.498s
Mathlib.Tactic.Order.CollectFacts,0m2.801s,0m2.922s
Mathlib.Order.MinMax,0m1.313s,0m1.407s
Mathlib.Data.Fin.Basic,0m2.954s,0m2.851s
Mathlib.Algebra.Group.Action.Prod,0m1.693s,0m1.647s
Mathlib.Algebra.Ring.Invertible,0m1.503s,0m1.531s
Mathlib.Combinatorics.Quiver.Cast,0m1.084s,0m1.097s
Mathlib.Algebra.ContinuedFractions.Basic,0m1.282s,0m1.295s
Mathlib.Combinatorics.Quiver.Symmetric,0m1.300s,0m1.284s
Mathlib.Tactic.NormNum.Result,0m2.028s,0m1.998s
Mathlib.Deprecated.Order,0m1.109s,0m1.082s
Mathlib.Algebra.Order.BigOperators.GroupWithZero.List,0m1.295s,0m1.185s
Mathlib.Algebra.Order.GroupWithZero.Unbundled,0m1.093s,0m1.083s
Mathlib.Data.Nat.Cast.Commute,0m1.200s,0m1.182s
Mathlib.CategoryTheory.Functor.Basic,0m1.488s,0m1.387s
Mathlib.SetTheory.Cardinal.Defs,0m1.500s,0m1.384s
Mathlib.Algebra.Ring.Divisibility.Basic,0m1.499s,0m1.462s
Mathlib.Algebra.Group.Units.Equiv,0m1.565s,0m1.501s
Mathlib.Algebra.Group.Embedding,0m1.111s,0m1.076s
Mathlib.Algebra.Group.Equiv.Opposite,0m1.807s,0m1.615s
Mathlib.Algebra.Group.Action.Basic,0m1.508s,0m1.497s
Mathlib.Data.Multiset.Pairwise,0m1.207s,0m1.233s
Mathlib.Order.WithBot,0m5.302s,0m5.213s
Mathlib.Algebra.GroupWithZero.Action.End,0m1.175s,0m1.209s
Mathlib.Algebra.Regular.ULift,0m1.184s,0m1.197s
Mathlib.Algebra.Regular.Prod,0m1.189s,0m1.209s
Mathlib.Algebra.Regular.Pi,0m1.203s,0m1.180s
Mathlib.Data.Multiset.ZeroCons,0m1.820s,0m1.692s
Mathlib.Order.RelIso.Basic,0m2.219s,0m2.181s
Mathlib.Data.List.Perm.Lattice,0m1.406s,0m1.403s
Mathlib.Data.List.NatAntidiagonal,0m1.300s,0m1.192s
Mathlib.Data.List.Duplicate,0m1.198s,0m1.284s
Mathlib.Algebra.BigOperators.Group.List.Basic,0m2.714s,0m2.721s
Mathlib.Algebra.NoZeroSMulDivisors.Prod,0m1.117s,0m1.060s
Mathlib.Data.List.Dedup,0m1.306s,0m1.290s
Mathlib.Data.List.Rotate,0m1.713s,0m1.700s
Mathlib.Data.List.Sigma,0m2.533s,0m2.504s
Mathlib.Data.List.Range,0m1.202s,0m1.183s
Mathlib.Data.List.SplitBy,0m1.302s,0m1.279s
Mathlib.Data.Nat.Prime.Defs,0m1.571s,0m1.573s
Mathlib.Algebra.Module.MinimalAxioms,0m1.080s,0m1.059s
Mathlib.Algebra.Order.Module.Synonym,0m1.182s,0m1.239s
Mathlib.Tactic.Order.Graph.Basic,0m1.203s,0m1.174s
Mathlib.Data.List.SplitLengths,0m1.169s,0m1.164s
Mathlib.Tactic.Order.ToInt,0m1.532s,0m1.510s
Mathlib.Tactic.Order.Preprocessing,0m1.475s,0m1.491s
Mathlib.Order.Disjoint,0m1.987s,0m1.995s
Mathlib.Combinatorics.Quiver.SingleObj,0m1.172s,0m1.077s
Mathlib.Combinatorics.Quiver.ConnectedComponent,0m1.064s,0m1.066s
Mathlib.Combinatorics.Quiver.Covering,0m1.412s,0m1.468s
Mathlib.CategoryTheory.Functor.Functorial,0m1.199s,0m1.208s
Mathlib.Algebra.Field.Basic,0m2.218s,0m2.205s
Mathlib.Tactic.CategoryTheory.Reassoc,0m1.370s,0m1.294s
Mathlib.Algebra.Field.Equiv,0m1.201s,0m1.207s
Mathlib.Tactic.NormNum.Core,0m2.026s,0m1.895s
Mathlib.Algebra.GroupWithZero.Units.Equiv,0m1.181s,0m1.187s
Mathlib.Algebra.EuclideanDomain.Basic,0m1.807s,0m1.796s
Mathlib.Algebra.Order.Monoid.Unbundled.Basic,0m3.436s,0m3.407s
Mathlib.Algebra.Ring.Action.Basic,0m1.189s,0m1.205s
Mathlib.Algebra.Group.Even,0m1.701s,0m1.692s
Mathlib.Algebra.Module.RingHom,0m1.287s,0m1.298s
Mathlib.Algebra.GroupWithZero.Action.Prod,0m1.406s,0m1.293s
Mathlib.Data.List.MinMax,0m1.895s,0m1.899s
Mathlib.Algebra.Order.Group.End,0m1.185s,0m1.190s
Mathlib.Data.Multiset.Basic,0m1.300s,0m1.302s
Mathlib.Algebra.Ring.Opposite,0m2.227s,0m2.102s
Mathlib.Data.Multiset.Count,0m1.396s,0m1.394s
Mathlib.Algebra.BigOperators.Ring.List,0m1.302s,0m1.298s
Mathlib.Algebra.BigOperators.Group.List.Lemmas,0m1.492s,0m1.475s
Mathlib.Data.Nat.GCD.Prime,0m1.208s,0m1.177s
Mathlib.Tactic.Order.Graph.Tarjan,0m1.204s,0m1.194s
Mathlib.Data.List.Destutter,0m2.048s,0m1.784s
Mathlib.Data.List.AList,0m1.570s,0m1.570s
Mathlib.Order.PropInstances,0m1.100s,0m1.079s
Mathlib.Algebra.FreeMonoid.Basic,0m2.534s,0m2.407s
Mathlib.CategoryTheory.NatTrans,0m1.305s,0m1.300s
Mathlib.Algebra.Order.Monoid.Unbundled.Units,0m1.289s,0m1.187s
Mathlib.Algebra.Order.Monoid.Unbundled.MinMax,0m1.416s,0m1.377s
Mathlib.Algebra.Order.Sub.Defs,0m1.489s,0m1.388s
Mathlib.Algebra.Order.Monoid.NatCast,0m1.194s,0m1.204s
Mathlib.Algebra.Order.Monoid.Unbundled.ExistsOfLE,0m1.302s,0m1.287s
Mathlib.CategoryTheory.Iso,0m2.213s,0m2.131s
Mathlib.Algebra.Order.Monoid.Defs,0m1.486s,0m1.283s
Mathlib.Algebra.Module.PUnit,0m1.304s,0m1.178s
Mathlib.Algebra.Ring.Action.Field,0m1.084s,0m1.061s
Mathlib.Algebra.Order.Monoid.Unbundled.Pow,0m2.028s,0m1.893s
Mathlib.Data.Nat.Cast.Basic,0m1.391s,0m1.367s
Mathlib.Algebra.Module.Prod,0m1.074s,0m1.084s
Mathlib.Algebra.Group.Irreducible.Lemmas,0m1.270s,0m1.259s
Mathlib.Algebra.Order.Group.Action.End,0m1.196s,0m1.079s
Mathlib.Order.Hom.Basic,0m3.443s,0m3.402s
Mathlib.Algebra.Module.Opposite,0m1.090s,0m1.077s
Mathlib.Algebra.Group.Nat.Even,0m1.708s,0m1.494s
Mathlib.Data.Multiset.AddSub,0m1.580s,0m1.606s
Mathlib.Algebra.FreeMonoid.Count,0m1.401s,0m1.299s
Mathlib.Algebra.Order.Sub.Prod,0m1.224s,0m1.095s
Mathlib.Tactic.Order,0m2.162s,0m2.093s
Mathlib.Data.Set.Basic,0m2.306s,0m2.265s
Mathlib.Algebra.Order.Sub.Unbundled.Basic,0m1.389s,0m1.478s
Mathlib.Algebra.Order.Monoid.Unbundled.TypeTags,0m1.287s,0m1.272s
Mathlib.Algebra.Order.Group.Unbundled.Basic,0m3.221s,0m3.215s
Mathlib.CategoryTheory.ObjectProperty.Basic,0m1.308s,0m1.282s
Mathlib.CategoryTheory.HomCongr,0m1.282s,0m1.283s
Mathlib.Order.Heyting.Basic,0m3.221s,0m3.262s
Mathlib.Algebra.Order.Monoid.OrderDual,0m1.068s,0m1.094s
Mathlib.Tactic.CategoryTheory.IsoReassoc,0m1.169s,0m1.183s
Mathlib.Algebra.Order.AddTorsor,0m1.297s,0m1.297s
Mathlib.Algebra.Order.Group.Opposite,0m1.294s,0m1.265s
Mathlib.Algebra.Order.Monoid.Unbundled.WithTop,0m2.898s,0m2.808s
Mathlib.CategoryTheory.Functor.Category,0m2.493s,0m2.542s
Mathlib.Algebra.Order.Group.Int,0m1.068s,0m1.087s
Mathlib.GroupTheory.GroupAction.Hom,0m6.393s,0m6.362s
Mathlib.Algebra.Group.NatPowAssoc,0m1.404s,0m1.380s
Mathlib.Algebra.CharZero.AddMonoidHom,0m1.211s,0m1.190s
Mathlib.Data.Nat.Cast.Field,0m1.187s,0m1.273s
Mathlib.Algebra.Order.Monoid.Canonical.Defs,0m1.695s,0m1.672s
Mathlib.Data.Nat.Factorial.Cast,0m1.230s,0m1.193s
Mathlib.Algebra.Order.Monoid.Basic,0m1.279s,0m1.288s
Mathlib.Algebra.Prime.Lemmas,0m1.385s,0m1.396s
Mathlib.Algebra.Order.GroupWithZero.Unbundled.OrderIso,0m1.273s,0m1.285s
Mathlib.Order.Prod.Lex.Hom,0m1.095s,0m1.096s
Mathlib.Algebra.CharP.Defs,0m1.695s,0m1.600s
Mathlib.Data.Nat.Cast.Order.Basic,0m1.605s,0m1.571s
Mathlib.Algebra.Order.Monoid.Units,0m1.261s,0m1.296s
Mathlib.Tactic.ApplyFun,0m1.514s,0m1.619s
Mathlib.Order.Antisymmetrization,0m1.576s,0m1.589s
Mathlib.Data.Multiset.Replicate,0m1.307s,0m1.301s
Mathlib.Algebra.Group.Int.Even,0m1.613s,0m1.489s
Mathlib.Tactic.NormNum.Basic,0m3.671s,0m3.547s
Mathlib.Order.Hom.Bounded,0m2.293s,0m2.196s
Mathlib.Order.Circular,0m1.493s,0m1.500s
Mathlib.Data.Nat.Order.Lemmas,0m1.058s,0m1.068s
Mathlib.Order.Hom.Lattice,0m2.427s,0m2.308s
Mathlib.Data.Bundle,0m1.293s,0m1.296s
Mathlib.Data.Set.Inclusion,0m1.183s,0m1.069s
Mathlib.Data.SetLike.Basic,0m1.272s,0m1.386s
Mathlib.Data.PEquiv,0m1.492s,0m1.586s
Mathlib.Data.Set.Order,0m1.296s,0m1.384s
Mathlib.Algebra.Group.Center,0m1.895s,0m1.908s
Mathlib.Algebra.Order.Sub.Unbundled.Hom,0m1.170s,0m1.168s
Mathlib.Data.Set.Disjoint,0m1.297s,0m1.305s
Mathlib.Algebra.Group.End,0m2.615s,0m2.593s
Mathlib.Algebra.Order.Group.OrderIso,0m1.384s,0m1.394s
Mathlib.Data.Int.Range,0m1.089s,0m1.078s
Mathlib.Algebra.Order.Group.Basic,0m1.483s,0m1.516s
Mathlib.CategoryTheory.ObjectProperty.ClosedUnderIsomorphisms,0m1.180s,0m1.179s
Mathlib.Algebra.Order.Group.Defs,0m1.408s,0m1.382s
Mathlib.Order.BooleanAlgebra.Defs,0m1.279s,0m1.287s
Mathlib.Deprecated.Estimator,0m1.575s,0m1.579s
Mathlib.Data.Nat.Cast.WithTop,0m1.086s,0m1.091s
Mathlib.Algebra.Order.Sub.WithTop,0m1.190s,0m1.180s
Mathlib.CategoryTheory.Thin,0m1.280s,0m1.276s
Mathlib.Algebra.Order.Ring.Unbundled.Basic,0m3.112s,0m3.210s
Mathlib.Algebra.Order.Monoid.WithTop,0m1.183s,0m1.192s
Mathlib.Algebra.Order.Monoid.TypeTags,0m1.080s,0m1.203s
Mathlib.Data.Sum.Order,0m3.151s,0m2.999s
Mathlib.Algebra.Order.Sub.Basic,0m1.367s,0m1.413s
Mathlib.Algebra.Order.Group.Nat,0m1.072s,0m1.085s
Mathlib.Algebra.Order.Monoid.Prod,0m1.269s,0m1.281s
Mathlib.CategoryTheory.NatIso,0m2.625s,0m2.658s
Mathlib.Algebra.Order.Hom.Monoid,0m3.159s,0m3.232s
Mathlib.Algebra.Order.Group.InjSurj,0m1.097s,0m1.086s
Mathlib.Data.Nat.Choose.Cast,0m1.198s,0m1.204s
Mathlib.Algebra.Order.GroupWithZero.Unbundled.Lemmas,0m1.079s,0m1.081s
Mathlib.Algebra.Order.BigOperators.Group.List,0m1.808s,0m1.864s
Mathlib.Algebra.Order.Group.Units,0m1.088s,0m1.073s
Mathlib.Order.Comparable,0m1.300s,0m1.279s
Mathlib.Algebra.Order.Nonneg.Basic,0m1.987s,0m1.971s
Mathlib.Algebra.GroupWithZero.Associated,0m2.188s,0m2.219s
Mathlib.Algebra.Ring.Centralizer,0m1.068s,0m1.075s
Mathlib.Algebra.Group.Subsemigroup.Defs,0m1.597s,0m1.705s
Mathlib.Algebra.GroupWithZero.Center,0m1.182s,0m1.180s
Mathlib.CategoryTheory.Functor.Trifunctor,0m5.621s,0m5.029s
