rank,module,normal_time,skipkernel_time,time_diff,pct_diff
331,Mathlib.RingTheory.Adjoin.Dimension,2.41,2.12,0.29,13.8
332,Mathlib.Order.SetIsMax,1.12,0.99,0.14,13.8
333,Mathlib.GroupTheory.GroupExtension.Basic,2.98,2.62,0.36,13.8
334,Mathlib.Topology.Algebra.Star,1.69,1.49,0.21,13.8
335,Mathlib.RingTheory.Ideal.Norm.RelNorm,8.99,7.90,1.09,13.8
336,Mathlib.Algebra.Category.ModuleCat.Presheaf.Limits,3.29,2.89,0.40,13.8
337,Mathlib.Analysis.Normed.Unbundled.SmoothingSeminorm,4.61,4.05,0.56,13.7
338,Mathlib.Topology.Category.Profinite.Product,2.36,2.08,0.29,13.7
339,Mathlib.RepresentationTheory.FiniteIndex,8.09,7.12,0.98,13.7
340,Mathlib.CategoryTheory.GlueData,4.08,3.59,0.49,13.7
341,Mathlib.Lean.Meta.RefinedDiscrTree.Lookup,1.31,1.16,0.16,13.7
342,Mathlib.CategoryTheory.Presentable.StrongGenerator,2.36,2.07,0.28,13.7
343,Mathlib.LinearAlgebra.Finsupp.Pi,2.35,2.07,0.28,13.6
344,Mathlib.FieldTheory.Normal.Defs,3.53,3.11,0.42,13.6
345,Mathlib.MeasureTheory.Measure.Trim,2.16,1.90,0.26,13.6
346,Mathlib.Topology.MetricSpace.Cover,2.27,2.00,0.27,13.6
347,Mathlib.Algebra.Category.ModuleCat.Sheaf.PushforwardContinuous,6.63,5.84,0.79,13.6
348,Mathlib.Analysis.Convex.StrictConvexBetween,2.54,2.24,0.30,13.6
349,Mathlib.MeasureTheory.Measure.Lebesgue.VolumeOfBalls,4.45,3.92,0.53,13.6
350,Mathlib.LinearAlgebra.RootSystem.Finite.CanonicalBilinear,5.46,4.81,0.65,13.6
351,Mathlib.Combinatorics.SimpleGraph.Extremal.Turan,2.88,2.54,0.34,13.6
352,Mathlib.CategoryTheory.Comma.Presheaf.Colimit,1.80,1.59,0.22,13.5
353,Mathlib.Algebra.Squarefree.Basic,2.15,1.89,0.26,13.5
354,Mathlib.LinearAlgebra.StdBasis,2.60,2.29,0.31,13.5
355,Mathlib.Tactic.Linter.DeprecatedModule,1.10,0.97,0.13,13.5
356,Mathlib.Algebra.Module.LocalizedModule.Int,2.05,1.81,0.24,13.5
357,Mathlib.Tactic.Conv,1.33,1.17,0.16,13.5
358,Mathlib.CategoryTheory.Triangulated.Rotate,2.96,2.61,0.35,13.5
359,Mathlib.Topology.Category.Profinite.CofilteredLimit,3.10,2.73,0.37,13.5
360,Mathlib.LinearAlgebra.CliffordAlgebra.Conjugation,4.37,3.85,0.52,13.5
361,Mathlib.RingTheory.IntegralClosure.IsIntegralClosure.Defs,1.65,1.46,0.20,13.5
362,Mathlib.CategoryTheory.CodiscreteCategory,1.54,1.36,0.18,13.4
363,Mathlib.RingTheory.NoetherNormalization,4.52,3.98,0.53,13.4
364,Mathlib.FieldTheory.PurelyInseparable.Basic,6.60,5.82,0.78,13.4
365,Mathlib.Algebra.Lie.Submodule,8.05,7.10,0.95,13.4
366,Mathlib.Lean.Expr.Basic,2.85,2.51,0.34,13.4
367,Mathlib.Algebra.Homology.BifunctorShift,4.94,4.36,0.58,13.4
368,Mathlib.Topology.ContinuousMap.Algebra,6.90,6.09,0.81,13.3
369,Mathlib.Analysis.RCLike.Lemmas,2.97,2.62,0.35,13.3
370,Mathlib.RingTheory.Localization.FractionRing,5.19,4.58,0.61,13.3
371,Mathlib.Algebra.Category.Grp.Colimits,3.93,3.47,0.46,13.3
372,Mathlib.CategoryTheory.Shift.Basic,4.72,4.17,0.55,13.3
373,Mathlib.CategoryTheory.Abelian.DiagramLemmas.KernelCokernelComp,4.19,3.70,0.49,13.3
374,Mathlib.NumberTheory.FrobeniusNumber,2.47,2.18,0.29,13.2
375,Mathlib.AlgebraicGeometry.Morphisms.AffineAnd,3.57,3.15,0.42,13.2
376,Mathlib.Algebra.Order.ToIntervalMod,6.41,5.66,0.75,13.2
377,Mathlib.Algebra.Category.ModuleCat.Biproducts,3.36,2.97,0.39,13.2
378,Mathlib.CategoryTheory.Limits.FunctorCategory.Finite,1.44,1.27,0.17,13.2
379,Mathlib.Tactic.Linter.OldObtain,0.81,0.71,0.09,13.2
380,Mathlib.AlgebraicTopology.SimplicialSet.AnodyneExtensions.Rank,2.06,1.82,0.24,13.2
381,Mathlib.Data.List.TakeDrop,1.83,1.62,0.21,13.1
382,Mathlib.LinearAlgebra.Multilinear.DirectSum,2.12,1.88,0.25,13.1
383,Mathlib.Algebra.GroupWithZero.Action.Opposite,1.21,1.07,0.14,13.1
384,Mathlib.Topology.Algebra.Module.PerfectPairing,2.71,2.40,0.31,13.1
385,Mathlib.Algebra.Homology.DerivedCategory.Basic,2.48,2.20,0.29,13.1
386,Mathlib.CategoryTheory.Limits.Connected,1.82,1.61,0.21,13.1
387,Mathlib.RingTheory.LocalRing.ResidueField.Instances,4.47,3.96,0.52,13.0
388,Mathlib.Algebra.Homology.Factorizations.CM5b,2.98,2.64,0.34,13.0
389,Mathlib.Algebra.EuclideanDomain.Defs,1.44,1.27,0.17,13.0
390,Mathlib.CategoryTheory.Abelian.SerreClass.MorphismProperty,2.04,1.80,0.24,13.0
391,Mathlib.Analysis.InnerProductSpace.Orientation,4.01,3.55,0.46,13.0
392,Mathlib.Topology.Instances.CantorSet,4.84,4.29,0.56,13.0
393,Mathlib.CategoryTheory.Functor.KanExtension.Adjunction,4.27,3.78,0.49,13.0
394,Mathlib.LinearAlgebra.QuadraticForm.IsometryEquiv,3.05,2.70,0.35,13.0
395,Mathlib.Lean.Meta.Simp,0.98,0.87,0.11,13.0
396,Mathlib.CategoryTheory.Sites.SheafHom,2.77,2.45,0.32,12.9
397,Mathlib.Tactic.FBinop,1.54,1.37,0.18,12.9
398,Mathlib.Analysis.NormedSpace.Real,1.82,1.61,0.21,12.9
399,Mathlib.Analysis.LocallyConvex.BalancedCoreHull,2.84,2.52,0.33,12.9
400,Mathlib.LinearAlgebra.AffineSpace.Restrict,2.17,1.92,0.25,12.9
401,Mathlib.RingTheory.MvPolynomial.Groebner,3.38,2.99,0.38,12.9
402,Mathlib.Topology.Algebra.UniformRing,2.94,2.61,0.33,12.8
403,Mathlib.RingTheory.Extension.Generators,7.61,6.75,0.87,12.8
404,Mathlib.CategoryTheory.Sites.LocallySurjective,2.83,2.51,0.32,12.8
405,Mathlib.RingTheory.IntegralClosure.IntegrallyClosed,3.63,3.22,0.41,12.8
406,Mathlib.Tactic.Spread,1.10,0.98,0.12,12.8
407,Mathlib.RingTheory.Algebraic.MvPolynomial,2.98,2.64,0.34,12.8
408,Mathlib.Topology.Algebra.Module.LinearMapPiProd,3.90,3.46,0.44,12.7
409,Mathlib.Data.Multiset.Sym,1.45,1.29,0.16,12.7
410,Mathlib.GroupTheory.Perm.List,1.92,1.71,0.22,12.7
411,Mathlib.Analysis.RCLike.Extend,3.27,2.90,0.37,12.7
412,Mathlib.Algebra.Star.TensorProduct,2.42,2.15,0.27,12.7
413,Mathlib.Analysis.Normed.Group.AddCircle,3.40,3.02,0.38,12.7
414,Mathlib.GroupTheory.Order.Min,2.13,1.89,0.24,12.7
415,Mathlib.Topology.Algebra.Category.ProfiniteGrp.Limits,2.85,2.53,0.32,12.7
416,Mathlib.Topology.Defs.Induced,1.44,1.28,0.16,12.7
417,Mathlib.Topology.Category.CompHaus.Basic,2.71,2.41,0.31,12.7
418,Mathlib.Topology.Separation.CountableSeparatingOn,1.42,1.26,0.16,12.6
419,Mathlib.Combinatorics.SimpleGraph.Connectivity.Subgraph,5.43,4.82,0.61,12.6
420,Mathlib.LinearAlgebra.Quotient.Basic,4.45,3.95,0.50,12.6
421,Mathlib.Analysis.LocallyConvex.Bounded,4.50,4.00,0.50,12.6
422,Mathlib.MeasureTheory.Measure.AEDisjoint,2.14,1.90,0.24,12.6
423,Mathlib.Analysis.Normed.Affine.MazurUlam,2.63,2.33,0.29,12.6
424,Mathlib.Analysis.Normed.Group.Pointwise,3.89,3.45,0.43,12.6
425,Mathlib.Algebra.Category.ModuleCat.Presheaf.Sheafification,4.05,3.60,0.45,12.6
426,Mathlib.AlgebraicGeometry.Stalk,4.64,4.12,0.52,12.6
427,Mathlib.NumberTheory.ArithmeticFunction.Moebius,2.35,2.09,0.26,12.6
428,Mathlib.Topology.Algebra.UniformFilterBasis,1.93,1.71,0.22,12.5
429,Mathlib.Tactic.TacticAnalysis,1.20,1.07,0.13,12.5
430,Mathlib.GroupTheory.GroupAction.Period,2.01,1.79,0.22,12.5
431,Mathlib.Analysis.Normed.Module.Normalize,2.24,1.99,0.25,12.5
432,Mathlib.CategoryTheory.Limits.Cones,10.58,9.40,1.18,12.5
433,Mathlib.CategoryTheory.Limits.Preserves.Limits,1.92,1.71,0.21,12.5
434,Mathlib.Analysis.SpecialFunctions.Trigonometric.Inverse,3.06,2.72,0.34,12.5
435,Mathlib.Analysis.CStarAlgebra.ContinuousLinearMap,2.76,2.45,0.31,12.5
436,Mathlib.RingTheory.RingHom.StandardSmooth,2.46,2.19,0.27,12.5
437,Mathlib.Algebra.Category.CommAlgCat.Basic,3.44,3.06,0.38,12.5
438,Mathlib.SetTheory.Game.Basic,12.38,11.01,1.37,12.5
439,Mathlib.Analysis.Normed.Lp.LpEquiv,4.26,3.79,0.47,12.5
440,Mathlib.MeasureTheory.Group.Pointwise,2.02,1.80,0.22,12.4
441,Mathlib.CategoryTheory.ConcreteCategory.ReflectsIso,1.35,1.20,0.15,12.4
442,Mathlib.Analysis.Complex.Convex,2.82,2.51,0.31,12.4
443,Mathlib.NumberTheory.ArithmeticFunction.VonMangoldt,2.48,2.20,0.27,12.4
444,Mathlib.RingTheory.Polynomial.Chebyshev,11.16,9.93,1.23,12.4
445,Mathlib.CategoryTheory.Elements,4.27,3.80,0.47,12.4
446,Mathlib.Analysis.LocallyConvex.WeakDual,3.50,3.11,0.38,12.4
447,Mathlib.Tactic.Bound.Init,2.11,1.88,0.23,12.4
448,Mathlib.CategoryTheory.Limits.MonoCoprod,2.04,1.81,0.22,12.4
449,Mathlib.Analysis.Complex.Cardinality,1.91,1.70,0.21,12.4
450,Mathlib.GroupTheory.FreeGroup.NielsenSchreier,2.24,1.99,0.25,12.4
451,Mathlib.LinearAlgebra.QuadraticForm.QuadraticModuleCat.Symmetric,2.47,2.20,0.27,12.4
452,Mathlib.Analysis.LocallyConvex.WithSeminorms,7.10,6.32,0.78,12.3
453,Mathlib.Tactic.ExtractGoal,1.42,1.26,0.16,12.3
454,Mathlib.RepresentationTheory.Homological.GroupCohomology.LongExactSequence,3.95,3.52,0.43,12.3
455,Mathlib.Analysis.Normed.Algebra.Exponential,5.00,4.45,0.55,12.3
456,Mathlib.RingTheory.Spectrum.Maximal.Defs,1.51,1.35,0.17,12.3
457,Mathlib.Topology.UniformSpace.Cauchy,2.56,2.28,0.28,12.3
458,Mathlib.Topology.Homotopy.Contractible,2.00,1.78,0.22,12.3
459,Mathlib.Algebra.Category.AlgCat.Symmetric,1.93,1.72,0.21,12.3
460,Mathlib.LinearAlgebra.Matrix.DotProduct,2.36,2.10,0.26,12.3
461,Mathlib.Algebra.Category.ModuleCat.Sheaf.Quasicoherent,2.96,2.63,0.32,12.3
462,Mathlib.Analysis.Convex.AmpleSet,2.47,2.20,0.27,12.3
463,Mathlib.Analysis.Asymptotics.AsymptoticEquivalent,3.08,2.75,0.34,12.3
464,Mathlib.RingTheory.FilteredAlgebra.Basic,1.45,1.29,0.16,12.2
465,Mathlib.CategoryTheory.ObjectProperty.ContainsZero,1.43,1.27,0.16,12.2
466,Mathlib.Algebra.Group.Hom.End,1.33,1.19,0.15,12.2
467,Mathlib.Combinatorics.SimpleGraph.Paths,3.61,3.21,0.39,12.2
468,Mathlib.Analysis.CStarAlgebra.lpSpace,4.97,4.43,0.54,12.2
469,Mathlib.CategoryTheory.Join.Final,2.15,1.92,0.23,12.2
470,Mathlib.Algebra.Category.Ring.Under.Basic,3.65,3.25,0.40,12.2
471,Mathlib.Analysis.NormedSpace.PiTensorProduct.InjectiveSeminorm,2.14,1.91,0.23,12.2
472,Mathlib.Analysis.Calculus.TangentCone.Pi,2.35,2.10,0.25,12.2
473,Mathlib.Lean.Meta.RefinedDiscrTree.Initialize,1.34,1.19,0.15,12.1
474,Mathlib.Analysis.RCLike.TangentCone,2.12,1.89,0.23,12.1
475,Mathlib.Algebra.Group.Action.Faithful,1.33,1.19,0.14,12.1
476,Mathlib.CategoryTheory.Limits.Shapes.Kernels,6.70,5.97,0.72,12.1
477,Mathlib.CategoryTheory.Category.GaloisConnection,1.45,1.29,0.16,12.1
478,Mathlib.Data.Finsupp.Single,2.11,1.88,0.23,12.1
479,Mathlib.LinearAlgebra.QuadraticForm.Dual,3.28,2.93,0.35,12.1
480,Mathlib.Analysis.Calculus.FDeriv.ContinuousAlternatingMap,10.71,9.56,1.15,12.1
481,Mathlib.GroupTheory.GroupAction.IterateAct,1.21,1.08,0.13,12.1
482,Mathlib.Combinatorics.Enumerative.Partition.Basic,1.91,1.71,0.21,12.1
483,Mathlib.Algebra.Ring.Parity,2.91,2.59,0.31,12.1
484,Mathlib.Dynamics.PeriodicPts.Defs,2.12,1.90,0.23,12.0
485,Mathlib.Topology.Connected.Separation,1.44,1.28,0.15,12.0
486,Mathlib.Algebra.Lie.CartanSubalgebra,2.11,1.88,0.23,12.0
487,Mathlib.Algebra.Group.Translate,1.55,1.38,0.17,12.0
488,Mathlib.RingTheory.PowerSeries.Restricted,4.12,3.68,0.44,12.0
489,Mathlib.Algebra.Order.Field.Rat,1.44,1.28,0.15,12.0
490,Mathlib.Algebra.Algebra.Subalgebra.Centralizer,3.13,2.80,0.33,12.0
491,Mathlib.CategoryTheory.Sites.Coherent.SheafComparison,2.44,2.17,0.26,12.0
492,Mathlib.RingTheory.Polynomial.ShiftedLegendre,2.33,2.08,0.25,11.9
493,Mathlib.Algebra.Homology.Embedding.TruncLE,3.18,2.84,0.34,11.9
494,Mathlib.CategoryTheory.Limits.Set,1.44,1.28,0.15,11.9
495,Mathlib.GroupTheory.Perm.Cycle.Factors,3.03,2.71,0.32,11.9
496,Mathlib.Analysis.Calculus.FDeriv.CompCLM,16.03,14.32,1.71,11.9
497,Mathlib.Algebra.Group.Equiv.Opposite,1.81,1.61,0.19,11.9
498,Mathlib.Geometry.Euclidean.Simplex,3.62,3.24,0.38,11.9
499,Mathlib.CategoryTheory.Abelian.Injective.Basic,1.92,1.72,0.20,11.8
500,Mathlib.Analysis.Convex.Exposed,2.23,2.00,0.24,11.8
501,Mathlib.Algebra.Group.Action.Pointwise.Set.Finite,1.41,1.26,0.15,11.8
502,Mathlib.RepresentationTheory.Homological.GroupHomology.Basic,4.56,4.08,0.48,11.8
503,Mathlib.Algebra.Lie.Semisimple.Basic,2.64,2.36,0.28,11.8
504,Mathlib.FieldTheory.SeparableClosure,7.31,6.54,0.77,11.8
505,Mathlib.Algebra.Lie.Weights.Chain,4.51,4.03,0.48,11.8
506,Mathlib.Order.GaloisConnection.Defs,1.52,1.36,0.16,11.8
507,Mathlib.CategoryTheory.Triangulated.Triangulated,3.52,3.15,0.37,11.8
508,Mathlib.Algebra.Order.Sub.Prod,1.22,1.09,0.13,11.8
509,Mathlib.ModelTheory.Graph,1.65,1.48,0.17,11.8
510,Mathlib.CategoryTheory.Functor.Trifunctor,5.62,5.03,0.59,11.8
511,Mathlib.Algebra.Expr,1.01,0.90,0.11,11.8
512,Mathlib.CategoryTheory.Limits.Shapes.Equalizers,5.77,5.16,0.61,11.8
513,Mathlib.LinearAlgebra.Ray,4.61,4.13,0.49,11.7
514,Mathlib.MeasureTheory.Function.LpSeminorm.Basic,7.35,6.58,0.77,11.7
515,Mathlib.LinearAlgebra.Dimension.ErdosKaplansky,2.67,2.38,0.28,11.7
516,Mathlib.LinearAlgebra.AffineSpace.Matrix,2.34,2.10,0.25,11.7
517,Mathlib.RingTheory.MvPolynomial.MonomialOrder.DegLex,2.14,1.92,0.22,11.7
518,Mathlib.Algebra.QuaternionBasis,3.88,3.47,0.41,11.7
519,Mathlib.LinearAlgebra.QuadraticForm.Prod,4.08,3.65,0.43,11.7
520,Mathlib.Algebra.Module.Presentation.Differentials,3.36,3.01,0.35,11.7
521,Mathlib.Analysis.Complex.UpperHalfPlane.Topology,2.79,2.50,0.29,11.6
522,Mathlib.Data.List.ProdSigma,1.34,1.20,0.14,11.6
523,Mathlib.Analysis.Convex.Side,6.45,5.78,0.67,11.6
524,Mathlib.Order.Partition.Finpartition,3.25,2.91,0.34,11.6
525,Mathlib.Analysis.SpecialFunctions.Trigonometric.Arctan,4.35,3.89,0.45,11.6
526,Mathlib.Algebra.Algebra.Subalgebra.Pointwise,1.91,1.71,0.20,11.6
527,Mathlib.FieldTheory.IntermediateField.Adjoin.Algebra,4.63,4.15,0.48,11.6
528,Mathlib.GroupTheory.MonoidLocalization.GrothendieckGroup,1.90,1.71,0.20,11.6
529,Mathlib.Order.Filter.AtTopBot.Field,2.01,1.80,0.21,11.6
530,Mathlib.Algebra.Module.Submodule.Union,4.03,3.61,0.42,11.6
531,Mathlib.Analysis.Convex.Gauge,5.32,4.77,0.55,11.6
532,Mathlib.LinearAlgebra.FreeModule.ModN,3.46,3.10,0.36,11.6
533,Mathlib.LinearAlgebra.Basis.Cardinality,2.35,2.11,0.24,11.6
534,Mathlib.Topology.Algebra.Group.Units,1.56,1.40,0.16,11.6
535,Mathlib.Data.PNat.Equiv,1.11,0.99,0.11,11.6
536,Mathlib.RingTheory.Ideal.Maps,5.70,5.11,0.59,11.6
537,Mathlib.Combinatorics.SimpleGraph.Connectivity.WalkCounting,2.12,1.90,0.22,11.6
538,Mathlib.CategoryTheory.GuitartExact.Opposite,3.05,2.73,0.32,11.6
539,Mathlib.CategoryTheory.Subobject.MonoOver,5.28,4.73,0.55,11.6
540,Mathlib.Tactic.Positivity.Finset,2.14,1.92,0.22,11.6
541,Mathlib.Analysis.Convex.LinearIsometry,2.35,2.10,0.24,11.6
542,Mathlib.CategoryTheory.Limits.Shapes.Pullback.Categorical.Basic,29.61,26.55,3.07,11.5
543,Mathlib.CategoryTheory.SmallObject.Iteration.ExtendToSucc,2.82,2.53,0.29,11.5
544,Mathlib.Algebra.TrivSqZeroExt,9.99,8.96,1.03,11.5
545,Mathlib.Algebra.Category.Grp.Kernels,1.61,1.45,0.17,11.5
546,Mathlib.CategoryTheory.Adjunction.Whiskering,2.14,1.92,0.22,11.5
547,Mathlib.CategoryTheory.Sites.Adjunction,1.81,1.62,0.19,11.5
548,Mathlib.Analysis.Normed.Module.Ball.Homeomorph,3.42,3.06,0.35,11.5
549,Mathlib.Algebra.Algebra.Subalgebra.Basic,6.45,5.79,0.67,11.5
550,Mathlib.Algebra.Algebra.Prod,1.89,1.70,0.20,11.5
551,Mathlib.CategoryTheory.Comma.Over.Pullback,4.34,3.90,0.45,11.5
552,Mathlib.Topology.Category.LightProfinite.Basic,3.50,3.14,0.36,11.5
553,Mathlib.CategoryTheory.Limits.Shapes.Opposites.Filtered,1.42,1.27,0.15,11.5
554,Mathlib.Topology.Separation.AlexandrovDiscrete,1.43,1.28,0.15,11.5
555,Mathlib.Algebra.Ring.Idempotent,1.53,1.37,0.16,11.4
556,Mathlib.CategoryTheory.Limits.Constructions.Over.Connected,2.59,2.33,0.27,11.4
557,Mathlib.Algebra.Category.ModuleCat.Sheaf,3.13,2.81,0.32,11.4
558,Mathlib.Data.Nat.Dist,1.67,1.50,0.17,11.4
559,Mathlib.Algebra.Group.Pi.Units,1.21,1.08,0.12,11.4
560,Mathlib.Topology.Category.CompHaus.EffectiveEpi,2.23,2.00,0.23,11.4
561,Mathlib.Algebra.LinearRecurrence,2.54,2.28,0.26,11.4
562,Mathlib.GroupTheory.CosetCover,6.45,5.79,0.66,11.4
563,Mathlib.RingTheory.HopfAlgebra.GroupLike,2.12,1.90,0.22,11.4
564,Mathlib.Topology.CWComplex.Classical.Finite,2.58,2.32,0.26,11.4
565,Mathlib.AlgebraicTopology.SimplexCategory.Augmented.Basic,2.79,2.51,0.29,11.4
566,Mathlib.Topology.Sheaves.CommRingCat,4.41,3.96,0.45,11.4
567,Mathlib.Topology.Order.Monotone,2.55,2.29,0.26,11.4
568,Mathlib.Tactic.CongrM,1.22,1.09,0.12,11.4
569,Mathlib.FieldTheory.RatFunc.Basic,15.87,14.25,1.62,11.4
570,Mathlib.RingTheory.Spectrum.Maximal.Localization,3.13,2.81,0.32,11.4
571,Mathlib.AlgebraicGeometry.RationalMap,5.09,4.57,0.52,11.3
572,Mathlib.Topology.Algebra.Module.PointwiseConvergence,4.32,3.88,0.44,11.3
573,Mathlib.AlgebraicGeometry.SpreadingOut,3.68,3.31,0.38,11.3
574,Mathlib.CategoryTheory.Adjunction.Basic,4.91,4.41,0.50,11.3
575,Mathlib.Topology.Category.Profinite.EffectiveEpi,2.24,2.01,0.23,11.3
576,Mathlib.Analysis.BoxIntegral.Partition.SubboxInduction,2.13,1.92,0.22,11.3
577,Mathlib.Algebra.Azumaya.Matrix,3.25,2.92,0.33,11.3
578,Mathlib.CategoryTheory.Monoidal.Grp_,8.91,8.00,0.91,11.3
579,Mathlib.RingTheory.SimpleModule.WedderburnArtin,5.12,4.60,0.52,11.3
580,Mathlib.InformationTheory.Hamming,2.32,2.09,0.24,11.3
581,Mathlib.Topology.Category.Profinite.Projective,2.12,1.91,0.22,11.3
582,Mathlib.CategoryTheory.Comma.StructuredArrow.Final,2.14,1.92,0.22,11.3
583,Mathlib.Tactic.Linter.GlobalAttributeIn,0.86,0.77,0.09,11.3
584,Mathlib.RingTheory.GradedAlgebra.Basic,4.15,3.73,0.42,11.3
585,Mathlib.RingTheory.Polynomial.Eisenstein.Criterion,2.45,2.21,0.25,11.2
586,Mathlib.Algebra.Polynomial.Degree.Operations,2.98,2.68,0.30,11.2
587,Mathlib.Analysis.SpecialFunctions.Log.Basic,3.69,3.32,0.37,11.2
588,Mathlib.AlgebraicGeometry.ProjectiveSpectrum.Scheme,11.85,10.65,1.20,11.2
589,Mathlib.CategoryTheory.SmallObject.Iteration.FunctorOfCocone,2.43,2.18,0.25,11.2
590,Mathlib.Geometry.RingedSpace.SheafedSpace,2.66,2.39,0.27,11.2
591,Mathlib.Probability.Kernel.Defs,3.01,2.71,0.30,11.2
592,Mathlib.Topology.Compactness.LocallyFinite,1.39,1.25,0.14,11.2
593,Mathlib.RingTheory.Algebraic.Defs,1.97,1.77,0.20,11.2
594,Mathlib.Util.TermReduce,0.99,0.90,0.10,11.2
595,Mathlib.Topology.MetricSpace.Polish,2.65,2.38,0.27,11.2
596,Mathlib.GroupTheory.Perm.Closure,1.84,1.66,0.19,11.2
597,Mathlib.RingTheory.Polynomial.Eisenstein.Generalized,1.76,1.58,0.18,11.2
598,Mathlib.Algebra.Module.CharacterModule,4.42,3.98,0.44,11.2
599,Mathlib.NumberTheory.SiegelsLemma,5.59,5.03,0.56,11.2
600,Mathlib.Topology.Metrizable.ContinuousMap,1.64,1.47,0.16,11.1
601,Mathlib.Algebra.Algebra.Bilinear,3.38,3.04,0.34,11.1
602,Mathlib.Data.ZMod.QuotientGroup,2.67,2.40,0.27,11.1
603,Mathlib.LinearAlgebra.Multilinear.Finsupp,3.00,2.70,0.30,11.1
604,Mathlib.Analysis.SpecialFunctions.Choose,2.11,1.90,0.21,11.1
605,Mathlib.Algebra.MvPolynomial.Basic,5.25,4.73,0.53,11.1
606,Mathlib.AlgebraicTopology.SingularHomology.Basic,2.23,2.00,0.22,11.1
607,Mathlib.Algebra.Ring.WithZero,1.31,1.18,0.13,11.1
608,Mathlib.Analysis.SpecialFunctions.PolynomialExp,2.12,1.91,0.21,11.1
609,Mathlib.FieldTheory.IsSepClosed,3.25,2.92,0.32,11.1
610,Mathlib.Topology.Algebra.Valued.ValuativeRel,3.41,3.07,0.34,11.1
611,Mathlib.RingTheory.PiTensorProduct,6.67,6.01,0.67,11.1
612,Mathlib.CategoryTheory.Sites.Subsheaf,2.08,1.88,0.21,11.1
613,Mathlib.Analysis.Analytic.ChangeOrigin,7.18,6.46,0.72,11.1
614,Mathlib.CategoryTheory.Presentable.CardinalFilteredPresentation,1.86,1.67,0.19,11.1
615,Mathlib.Analysis.Fourier.FourierTransformDeriv,21.90,19.72,2.18,11.1
616,Mathlib.Analysis.Normed.Module.WeakDual,5.14,4.63,0.51,11.1
617,Mathlib.Analysis.Calculus.InverseFunctionTheorem.Deriv,2.33,2.10,0.23,11.1
618,Mathlib.LinearAlgebra.LinearIndependent.Lemmas,5.80,5.22,0.58,11.1
619,Mathlib.Algebra.Lie.Normalizer,2.69,2.43,0.27,11.0
620,Mathlib.Analysis.Convex.Intrinsic,3.61,3.25,0.36,11.0
621,Mathlib.CategoryTheory.Limits.Final.ParallelPair,1.42,1.28,0.14,11.0
622,Mathlib.Analysis.Normed.Algebra.QuaternionExponential,3.28,2.95,0.33,11.0
623,Mathlib.Data.Tree.RBMap,2.45,2.21,0.24,11.0
624,Mathlib.RepresentationTheory.Homological.GroupHomology.LongExactSequence,4.78,4.30,0.47,11.0
625,Mathlib.Topology.Category.Profinite.Nobeling.ZeroLimit,2.54,2.29,0.25,11.0
626,Mathlib.RepresentationTheory.Coinvariants,10.03,9.04,0.99,11.0
627,Mathlib.Data.Fintype.Vector,1.40,1.26,0.14,10.9
628,Mathlib.Deprecated.MLList.BestFirst,1.62,1.47,0.16,10.9
629,Mathlib.Topology.Algebra.Module.LocallyConvex,3.34,3.01,0.33,10.9
630,Mathlib.Algebra.Group.Semiconj.Units,1.41,1.27,0.14,10.9
631,Mathlib.Algebra.Group.Opposite,1.75,1.58,0.17,10.9
632,Mathlib.Combinatorics.SimpleGraph.Tutte,8.10,7.30,0.80,10.9
633,Mathlib.Analysis.Complex.IntegerCompl,2.11,1.90,0.21,10.9
634,Mathlib.RingTheory.Polynomial.Cyclotomic.Factorization,3.26,2.94,0.32,10.9
635,Mathlib.Data.Nat.Basic,1.21,1.09,0.12,10.9
636,Mathlib.NumberTheory.FactorisationProperties,4.63,4.18,0.46,10.9
637,Mathlib.RingTheory.Localization.Finiteness,3.07,2.77,0.30,10.9
638,Mathlib.FieldTheory.Finite.GaloisField,3.35,3.02,0.33,10.9
639,Mathlib.Analysis.Normed.Module.HahnBanach,3.94,3.55,0.39,10.9
640,Mathlib.LinearAlgebra.CliffordAlgebra.Prod,4.44,4.00,0.43,10.9
641,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Pi,3.48,3.14,0.34,10.9
642,Mathlib.FieldTheory.KrullTopology,4.59,4.14,0.45,10.8
643,Mathlib.Algebra.Order.Group.Action.End,1.20,1.08,0.12,10.8
644,Mathlib.RingTheory.LocalRing.ResidueField.Ideal,9.41,8.49,0.92,10.8
645,Mathlib.RingTheory.Polynomial.Eisenstein.Basic,2.12,1.91,0.21,10.8
646,Mathlib.Analysis.Complex.UpperHalfPlane.MoebiusAction,4.88,4.41,0.48,10.8
647,Mathlib.AlgebraicTopology.DoldKan.PInfty,2.45,2.21,0.24,10.8
648,Mathlib.Topology.Algebra.Support,2.63,2.38,0.26,10.8
649,Mathlib.Data.Int.Cast.Prod,1.20,1.08,0.12,10.8
650,Mathlib.Order.Filter.SmallSets,1.44,1.29,0.14,10.8
651,Mathlib.Order.Filter.CountableInter,1.73,1.56,0.17,10.8
652,Mathlib.LinearAlgebra.Complex.FiniteDimensional,2.12,1.92,0.21,10.8
653,Mathlib.NumberTheory.Harmonic.Defs,1.31,1.19,0.13,10.8
654,Mathlib.Data.DFinsupp.WellFounded,1.76,1.59,0.17,10.8
655,Mathlib.Order.Max,1.53,1.38,0.15,10.8
